,Brand,Bike_Name,CC,KMPL,BHP,KerbWeight,ExShowroomPrice,Rating,Noofratings
422,Okaya,Okaya Faast F2T,,,,,"89,999",4.8,5
423,Okaya,Okaya Faast F2F,,,,,"79,999",,
424,Okaya,Okaya Faast F3,,,,,"1,04,999",,3
425,Okaya,Okaya Motofaast,,,,,"1,33,999",,1
426,Okinawa,Okinawa Praise,,,,,"85,223",2.6,385
427,Okinawa,Okinawa Ridge Plus,,,,,"90,549",3.2,43
428,Okinawa,Okinawa i-Praise,,,,,"1,23,155",3.6,56
429,Okinawa,Okinawa Lite,,,,,"69,087",,26
430,Okinawa,Okinawa R30,,,,,"61,998",3.3,32
431,Okinawa,Okinawa OKHI-90,,,,,"1,49,991",3.7,55
432,Okinawa,Okinawa Dual 100,,,,,"1,19,085",,5
433,Okinawa,Okinawa Ridge 100,,,,,"1,15,311",,6
434,OLA,OLA S1 Pro,,,,,"1,44,309",,55
435,OLA,OLA S1 X,,,,,"99,779",4.5,33
436,OLA,OLA Roadster,,,,,"1,04,999",4.7,101
437,OLA,OLA Gig,,,,,"39,999",4.6,27
438,OLA,OLA Roadster Pro,,,,,"1,99,999",4.8,83
439,OLA,OLA S1 X Gen 2,,,,,"93,737",4.2,363
440,OLA,OLA Roadster X,,,,,"94,989",4.7,86
441,OLA,OLA Gig+,,,,,"49,999",4.6,35
442,OLA,OLA S1 Air,,,,,"1,25,191",4.1,242
443,OLA,OLA Roadster X Plus,,,,,"1,24,989",4.8,11
444,OLA,OLA S1 Pro Gen 2,,,,,"1,57,757",4.1,434
445,OLA,OLA S1 Z,,,,,"59,999",4.7,138
446,OLA,OLA Adventure,,,,,,,
447,OLA,OLA Diamondhead,,,,,,,
448,OLA,OLA Cruiser,,,,,,,
449,PURE EV,PURE EV EPluto 7G,,,,,"77,999",2.3,320
450,PURE EV,PURE EV ETrance Neo,,,,,"73,999",,60
451,PURE EV,PURE EV Etryst 350,,,,,"1,30,012",3.6,23
452,PURE EV,PURE EV EcoDryft,,,,,"1,00,012",4.3,18
453,QJ Motor,QJ Motor SRC 250,249 ,,,163,"1,49,020",4.5,12
454,QJ Motor,QJ Motor SRC 500,480 ,,,205,"1,99,026",4.3,12
455,QJ Motor,QJ Motor SRK 400,400 ,,,186,"3,68,974",4.8,13
456,QJ Motor,QJ Motor SRV 300,296 ,,,164,"3,19,000",4.4,12
457,Quantum Energy,Quantum Energy Milan,,,,,"86,625",,
458,Quantum Energy,Quantum Energy Plasma,,,,,"89,095",,
459,Quantum Energy,Quantum Energy Bziness,,,,,"1,08,172",,1
460,Revolt,Revolt RV400,,,,,"1,42,934",,474
461,Revolt,Revolt RV1,,,,,"94,983",4.4,56
462,Revolt,Revolt RV BlazeX,,,,,"1,24,990",,8
463,River,River Indie,,,,,"1,43,001",4.5,39
464,Simple Energy,Simple Energy One,,,,,"1,39,000",4.6,19
465,Ultraviolette,Ultraviolette Tesseract,,,,,"1,20,000",4.8,83
466,Ultraviolette,Ultraviolette F77 Mach 2,,,,,"2,99,000",4.6,27
467,Ultraviolette,Ultraviolette Shockwave,,,,,"1,50,000",4.8,14
468,Ultraviolette,Ultraviolette F77 SuperStreet,,,,,"2,99,000",,2
469,Vespa,Vespa 125,124.45 ,,,115,"1,33,953",4.3,6
470,Vespa,Vespa VXL 125,124.45 ,40,9.65,115,"1,31,952",3.5,130
471,Vespa,Vespa SXL 125,124.45 ,40,9.65,115,"1,35,827",,109
472,Vespa,Vespa SXL 150,149.5 ,35,10.64,115,"1,49,834",4.2,65
473,Vespa,Vespa S 150,149.5 ,,,115,"1,51,784",,
474,Vespa,Vespa VXL 150,149.5 ,41,10.64,115,"1,45,376",4.4,55
475,Vespa,Vespa ZX 125,124.45 ,,,115,"1,17,759",4.4,50
476,Vespa,Vespa 150,149.5 ,,,115,"1,48,939",,
477,Vespa,Vespa S 125,124.45 ,,,115,"1,37,834",,
478,VIDA,VIDA V2,,,,,"85,115",4.2,43
479,Yezdi,Yezdi Adventure,334 ,30,29.6,187,"2,17,876",4.7,166
480,Yezdi,Yezdi Roadster,334 ,28,29.23,194,"2,10,788",4.3,274
481,Yezdi,Yezdi Scrambler,334 ,26,28.7,192,"2,14,258",3.9,102
482,Yezdi,Yezdi Streetfighter,,,,,,,
483,Yezdi,Yezdi Adventure [2025],,,,,,,
484,Yezdi,Yezdi Roadking,,,,,,,
485,Yo,Yo Drift,,,,,"64,991",3.7,45
486,Yo,Yo Edge,,,,,"61,991",4.1,42
487,Zontes,Zontes 350R,348 ,35,38.2,180,"2,79,000",4.6,65
488,Zontes,Zontes 350T,348 ,,,196,"2,99,000",4.7,19
489,Zontes,Zontes GK350,348 ,,,188,"3,47,000",4.6,16
490,Zontes,Zontes 350X,348 ,,,185,"2,99,000",4.4,7
